"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"116",116,116,116,"ERR4890693","2020/12/01 15:48:57","2021/01/10 09:46:32",292372,118599998,0,405,26,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890693","ERX4758503","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5416903","SAMEA7659897","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7659897",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170144",NA,"public","6C9E6A60D3F6AAFDD2C96CAC4618380C","E0C2D916F973F09EC5D98EB439CF7508","Complete"
"117",117,117,117,"ERR4890746","2020/12/01 15:48:58","2021/01/10 09:46:14",79967,27714496,0,346,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890746","ERX4758555","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5416954","SAMEA7659948","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7659948",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170297",NA,"public","0A798FC609BE132FBBFDBE7F7E314543","E0EBA5C97535C98B2E95AC4AE636B0B2","Complete"
"118",118,118,118,"ERR4890771","2020/12/01 15:48:58","2021/01/10 09:49:26",321727,126926193,0,394,27,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890771","ERX4758581","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5416980","SAMEA7659974","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7659974",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170378",NA,"public","C6C4DCC777E7676951766D468A78A9E5","254CE2C6AB4A5712C9726725B287104B","Complete"
"119",119,119,119,"ERR4890819","2020/12/01 15:52:31","2021/01/10 09:46:21",360162,127874579,0,355,29,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890819","ERX4758629","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417027","SAMEA7660021","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660021",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170517",NA,"public","308CE90A07D2E104F22ED553F48242B0","78DFA616BC5E8B164B7BE368B75B9BCA","Incomplete File"
"120",120,120,120,"ERR4890820","2020/12/01 15:52:31","2021/01/10 09:49:19",170552,47121261,0,276,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890820","ERX4758630","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417028","SAMEA7660022","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660022",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170518",NA,"public","53A973A42CAD78B41283144787D0287A","85CD5F4D1F391CDF315C4B0B53ECA9C0","Complete"
"121",121,121,121,"ERR4890881","2020/12/01 15:52:32","2021/01/10 09:49:36",225724,79079301,0,350,16,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4890/ERR4890881","ERX4758690","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417084","SAMEA7660078","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660078",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170694",NA,"public","3260E59DC88D033337AA1FBE7FA378DD","B475D369B26D1821A87EA710EF3A0AF1","Complete"
"122",122,122,122,"ERR4890926","2020/12/01 15:52:33","2021/01/10 09:41:44",194315,65363282,0,336,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4890/ERR4890926","ERX4758733","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417127","SAMEA7660121","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660121",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170829",NA,"public","16C1BDAA1FA482084C37D5A23B2FF8AE","036DBE8A506535E101908CFFEB136AC8","Complete"
"123",123,123,123,"ERR4890974","2020/12/01 15:52:34","2021/01/10 09:41:49",297267,100061307,0,336,21,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4890/ERR4890974","ERX4758780","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417172","SAMEA7660166","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660166",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3170969",NA,"public","0B3C1506B9675E30629EC4A6630504AC","E3E477E50AC761EBD5C0741C518F909D","Complete"
"124",124,124,124,"ERR4891001","2020/12/01 15:57:32","2021/01/10 09:41:48",114492,40331670,0,352,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4891/ERR4891001","ERX4758808","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417200","SAMEA7660195","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660195",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171049",NA,"public","8D7D7D04445601E324209590E5EDDCFF","EAD8F3CDCBB6F6CF8EFDBF1F55D59551","Complete"
"125",125,125,125,"ERR4891011","2020/12/01 15:57:32","2021/01/10 09:41:43",132961,36760823,0,276,8,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4891/ERR4891011","ERX4758817","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417208","SAMEA7660203","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660203",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171076",NA,"public","45CA0693067B8D58A9AF7415B37D887F","EFA69D660CE94BA505DDDCAF585FE41B","Complete"
"126",126,126,126,"ERR4891037","2020/12/01 15:57:32","2021/01/10 09:41:43",163906,59091621,0,360,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891037","ERX4758843","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417235","SAMEA7660230","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660230",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171158",NA,"public","7C3B14C6EA780A19948BAD95B8B1B0F0","9EF3C5E84F2B2187950E2E01B79A3C14","Complete"
"127",127,127,127,"ERR4891061","2020/12/01 15:57:33","2021/01/10 09:44:22",720586,238113346,0,330,59,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891061","ERX4758865","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417256","SAMEA7660251","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660251",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171226",NA,"public","13CBF0A4328150983C24E94C91C84C65","11A08CFB8A12494E90B053C2E91A2DBD","Complete"
"128",128,128,128,"ERR4891103","2020/12/01 15:57:33","2021/01/10 09:43:46",277354,105741200,0,381,23,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4891/ERR4891103","ERX4758908","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417298","SAMEA7660293","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660293",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171353",NA,"public","C5AFBFDB5F1BFCAEBA6CC9332F1C5D86","E3B36A925E312ADA454B1D2051AB6391","Complete"
"129",129,129,129,"ERR4891178","2020/12/01 17:09:34","2021/01/10 09:41:43",87316,32323727,0,370,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891178","ERX4758983","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417371","SAMEA7660366","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660366",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171577",NA,"public","58E799A3DAB7EEE31360261D6C162670","48570724F83A096D381BF1D676CD876E","Complete"
"130",130,130,130,"ERR4891235","2020/12/01 17:09:35","2021/01/10 09:41:51",359275,102454238,0,285,22,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4891/ERR4891235","ERX4759040","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417426","SAMEA7660421","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660421",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171749",NA,"public","CAA07B5984C3F09709333212B4662370","28171FD6C772AE98F9A07D54516BA2A5","Complete"
"131",131,131,131,"ERR4891238","2020/12/01 17:09:35","2021/01/10 09:46:15",165996,53109965,0,319,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891238","ERX4759042","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417428","SAMEA7660423","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660423",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171753",NA,"public","703498E1BBE622C7CECAEBD0817843B6","9F984AD953B56D5F2D55584650C35E6D","Complete"
"132",132,132,132,"ERR4891261","2020/12/01 17:12:32","2021/01/10 09:46:47",197473,56393907,0,285,11,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891261","ERX4759067","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417453","SAMEA7660448","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660448",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171821",NA,"public","B359C4ECD48E622B47FE3563ADE5C16F","DC4A0885E45EFBAA1DE6E261E0FBEE99","Complete"
"133",133,133,133,"ERR4891304","2020/12/01 17:20:14","2021/01/10 09:46:08",125309,46524113,0,371,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891304","ERX4759108","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417494","SAMEA7660489","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660489",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3171956",NA,"public","4C8862171DF72391F26B157B38A155D6","F3795B91A58F1A06F6C3D148849752D7","Complete"
"134",134,134,134,"ERR4891415","2020/12/01 17:37:32","2021/01/10 09:46:35",208813,65199704,0,312,16,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891415","ERX4759217","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417602","SAMEA7660597","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660597",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172281",NA,"public","60B8D8D56519AF05BF719A33D0A3A405","FC2EAD3A07203B848A50C2677DB3D1E8","Complete"
"135",135,135,135,"ERR4891433","2020/12/01 17:37:33","2021/01/10 09:46:48",98888,27134475,0,274,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891433","ERX4759235","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417620","SAMEA7660615","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660615",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172329",NA,"public","21DD93969CFEABB83E6ACC4BD4ABA3B5","82B111395A18AA25BD1D6E8D05805C97","Complete"
"136",136,136,136,"ERR4891444","2020/12/01 17:37:33","2021/01/10 09:47:11",78542,28849547,0,367,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891444","ERX4759247","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417632","SAMEA7660627","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660627",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172365",NA,"public","6B91AB753BB5F40BEB9DAAB3833E2770","EF392E6B6F7CF5319913CEBFE1157D9C","Complete"
"137",137,137,137,"ERR4891493","2020/12/01 17:42:43","2021/01/10 09:41:54",384481,142006372,0,369,33,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891493","ERX4759297","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417682","SAMEA7660677","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660677",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172516",NA,"public","CF79E906DCB193628D1120B5F82E0B36","2FCBD231C247324A0214EEF660BFE0C5","Complete"
"138",138,138,138,"ERR4891497","2020/12/01 17:42:43","2021/01/10 09:46:38",55654,20089596,0,360,4,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891497","ERX4759300","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417685","SAMEA7660680","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660680",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172527",NA,"public","675E1F4B804B7A71C8B7BB94BB8FC61C","01CA5CDCB5A5D94F03DA8F142C27154C","Complete"
"139",139,139,139,"ERR4891532","2020/12/01 17:42:44","2021/01/10 09:46:53",111823,30790770,0,275,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891532","ERX4759336","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417720","SAMEA7660715","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660715",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172630",NA,"public","FCBD526C6566489E2BC047AA9ADB5EDE","1D112B3E554668503399E72AF6B117C2","Complete"
"140",140,140,140,"ERR4891572","2020/12/01 17:48:16","2021/01/10 09:47:22",171396,61343029,0,357,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891572","ERX4759373","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417757","SAMEA7660752","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660752",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3172745",NA,"public","A7D016F06383C7CD36487F99CE4940D8","827185C02E86217A86D5FA88318D793A","Complete"
"141",141,141,141,"ERR4891675","2020/12/01 17:58:09","2021/01/10 09:44:14",554479,233762143,0,421,47,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891675","ERX4759476","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417857","SAMEA7660852","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660852",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173052",NA,"public","4D6E4CB8D21249430C8ED596037AC546","9E30973BDB25AA814BF384C3784E3430","Complete"
"142",142,142,142,"ERR4891711","2020/12/01 17:58:09","2021/01/10 09:42:01",198594,56720949,0,285,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891711","ERX4759513","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417891","SAMEA7660886","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660886",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173159",NA,"public","14ED60EF9DA33EAF7FFB7237F9F8C8FF","0BFA309543D921278A8189FB47A8593C","Complete"
"143",143,143,143,"ERR4891715","2020/12/01 17:58:09","2021/01/10 09:41:57",95326,30307519,0,317,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4891/ERR4891715","ERX4759516","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417895","SAMEA7660890","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660890",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173168",NA,"public","1D1F42A5E32366F55B1F75BF1915CDD1","22B58DC30A109CCA7063555ACDAD0263","Complete"
"144",144,144,144,"ERR4891805","2020/12/01 18:18:32","2021/01/10 09:48:40",205153,75857697,0,369,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891805","ERX4759605","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5417982","SAMEA7660978","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7660978",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173431",NA,"public","DB8FE0A81CC03C3276F1729AB3302CDC","E92A7AFE0C2FAB77BADCB219B52C6D2A","Complete"
"145",145,145,145,"ERR4891841","2020/12/01 18:20:32","2021/01/10 09:49:01",227197,76693504,0,337,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891841","ERX4759639","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418015","SAMEA7661011","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661011",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173536",NA,"public","063536E26BEF1ED5346FC10C0EC36E04","8CA97AF1B8837639C8B1CDED5839D4AB","Complete"
"146",146,146,146,"ERR4891863","2020/12/01 18:20:32","2021/01/10 09:48:32",112025,30154716,0,269,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891863","ERX4759661","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418035","SAMEA7661031","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661031",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173598",NA,"public","00C0BE44F3769A006917F99365CB5B44","ABDCCE00CB6049A1F069D88CFF94B603","Complete"
"147",147,147,147,"ERR4891889","2020/12/01 18:34:53","2021/01/10 09:48:36",84921,32096203,0,377,6,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891889","ERX4759687","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418061","SAMEA7661057","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661057",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173677",NA,"public","C695FE6B267048DDEAFA9E237654001B","029D61EBB8B11C945B4EE167CCFBE650","Complete"
"148",148,148,148,"ERR4891898","2020/12/01 18:34:53","2021/01/10 09:49:00",183459,66654901,0,363,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891898","ERX4759696","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418069","SAMEA7661065","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661065",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173702",NA,"public","C040C2BB08BF2CCA1386A6BAE5733344","97F62115F37E54AD91DA8D18D16194DF","Complete"
"149",149,149,149,"ERR4891916","2020/12/01 18:34:53","2021/01/10 09:48:37",253491,85974481,0,339,20,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891916","ERX4759714","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418085","SAMEA7661081","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661081",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173758",NA,"public","FDD46450F30BAD023A286A9077B4A72C","A5EBD125F94A5962FE2D23983DE78FE5","Complete"
"150",150,150,150,"ERR4891988","2020/12/01 20:21:31","2021/01/10 09:48:38",16105,5257219,0,326,1,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4891/ERR4891988","ERX4759787","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418159","SAMEA7661155","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661155",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3173977",NA,"public","53CED2A21E37700945C6989285A6C6AF","735311C6214E6E47A0E73151EAA69CDA","Complete"
"151",151,151,151,"ERR4892048","2020/12/01 20:21:32","2021/01/10 09:49:11",201730,69690630,0,345,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892048","ERX4759846","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418216","SAMEA7661212","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661212",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174152",NA,"public","5961BED20BCE5D09FFDBA9FA111140D7","0422B6D7023F7685A36E9D9DF8DB1B3E","Complete"
"152",152,152,152,"ERR4892066","2020/12/01 20:21:32","2021/01/10 09:42:00",195831,65102496,0,332,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892066","ERX4759864","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418233","SAMEA7661229","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661229",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174210",NA,"public","5ADF626D047419611EA33D8CBA0A1B2E","3DE5B4331B0DFA42EAE1513089576CEA","Complete"
"153",153,153,153,"ERR4892112","2020/12/01 20:31:30","2021/01/10 09:49:24",154215,48381600,0,313,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892112","ERX4759911","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418280","SAMEA7661276","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661276",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174343",NA,"public","65022E7DEA718FFB1D7D81A3345D4BE7","0849E67491D7E047EC396F28BFEE2C6D","Complete"
